"","opp_team","week","opp_sacks","year","opp_hur","team","L3_sacks","L3_hurries"
"4086","Kent State",1,2,2021,1,"Texas A&M",2.75,0
"4087","Kentucky",1,6,2021,2,"Louisiana Monroe",1,2.5
"4088","Liberty",1,0,2021,4,"Campbell",2,3.75
"4089","Louisiana",1,3,2021,3,"Texas",2.5,3.5
"4090","Louisiana Monroe",1,4,2021,3,"Kentucky",0.75,1.25
"4091","Louisiana Tech",1,3,2021,2,"Mississippi State",2,2
"4092","Louisville",1,2,2021,0,"Ole Miss",1.75,0.75
"4093","LSU",1,4,2021,0,"UCLA",1,1
"4094","Marshall",1,9,2021,3,"Navy",2.75,7.25
"4095","Maryland",1,3,2021,3,"West Virginia",2,2
"4096","Memphis",1,0,2021,2,"Nicholls",2.25,2.5
"4097","Miami",1,1,2021,0,"Alabama",3,2
"4098","Miami (OH)",1,2,2021,0,"Cincinnati",4,1.25
"4099","Michigan",1,1,2021,6,"Western Michigan",1,2
"4100","Michigan State",1,4,2021,3,"Northwestern",2.25,4
"4101","Middle Tennessee",1,3,2021,5,"Monmouth",1.5,3.5
"4102","Minnesota",1,0,2021,2,"Ohio State",1.25,1.5
"4103","Mississippi State",1,1,2021,3,"Louisiana Tech",1.75,1.75
"4104","Missouri",1,9,2021,3,"Central Michigan",2,2.5
"4105","Navy",1,1,2021,5,"Marshall",0.5,2.75
"4106","NC State",1,0,2021,10,"South Florida",2.75,5.25
"4107","Nebraska",1,4,2021,1,"Fordham",1.75,1.75
"4108","Nebraska",1,4,2021,1,"Illinois",2.25,0.75
"4109","Nevada",1,2,2021,1,"California",2,0.25
"4110","New Mexico",1,5,2021,2,"Houston Baptist",1,0
"4111","North Carolina",1,1,2021,3,"Virginia Tech",3,4.25
"4112","Northern Illinois",1,4,2021,4,"Georgia Tech",2,0.25
"4113","North Texas",1,4,2021,1,"Northwestern State",3.75,2.75
"4114","Northwestern",1,2,2021,3,"Michigan State",1.75,3
"4115","Notre Dame",1,5,2021,6,"Florida State",2.5,1.75
"4116","Ohio",1,1,2021,1,"Syracuse",1.75,3.75
"4117","Ohio State",1,2,2021,1,"Minnesota",2.75,1.25
"4118","Oklahoma",1,4,2021,3,"Tulane",4.5,4.5
"4119","Oklahoma State",1,5,2021,11,"Missouri State",1.5,2
"4120","Ole Miss",1,2,2021,0,"Louisville",1.5,4
"4121","Oregon",1,4,2021,0,"Fresno State",2,1.5
"4122","Oregon State",1,1,2021,1,"Purdue",0.75,0
"4123","Penn State",1,2,2021,2,"Wisconsin",1.5,1.75
"4124","Pittsburgh",1,5,2021,9,"UMass",3.5,5.75
"4125","Purdue",1,1,2021,2,"Oregon State",0.5,0.25
"4126","Rice",1,2,2021,2,"Arkansas",1.75,2.5
"4127","Rutgers",1,3,2021,6,"Temple",1.25,1.75
"4128","San Diego State",1,5,2021,2,"New Mexico State",2.75,2.5
"4129","San José State",1,3,2021,3,"Southern Utah",3.5,1.5
"4130","San José State",1,3,2021,3,"USC",3.5,1.25
"4131","SMU",1,2,2021,5,"Abilene Christian",2.5,0.75
"4132","South Alabama",1,4,2021,0,"Southern Mississippi",1,1
"4133","South Carolina",1,2,2021,3,"Eastern Illinois",1,1
"4134","Southern Mississippi",1,3,2021,0,"South Alabama",1.25,1.25
"4135","South Florida",1,1,2021,2,"NC State",1,1.5
"4136","Stanford",1,3,2021,1,"Kansas State",1,0.5
"4137","Syracuse",1,0,2021,3,"Ohio",2.75,1
"4138","TCU",1,1,2021,3,"Duquesne",2,2.75
"4139","Temple",1,0,2021,1,"Rutgers",2,0.5
"4140","Tennessee",1,2,2021,3,"Bowling Green",2.5,2.25
"4141","Texas",1,4,2021,1,"Louisiana",2.25,0.5
"4142","Texas A&M",1,5,2021,1,"Kent State",2.5,3.75
"4143","Texas State",1,0,2021,2,"Baylor",1,2.25
"4144","Texas Tech",1,4,2021,0,"Houston",2.5,2
"4145","Toledo",1,1,2021,0,"Norfolk State",2.375,1
"4146","Troy",1,2,2021,0,"Southern",2.75,1.25
"4147","Tulane",1,1,2021,0,"Oklahoma",3.25,1.75
"4148","Tulsa",1,1,2021,2,"UC Davis",2,2.5
"4149","UAB",1,0,2021,5,"Jacksonville State",2.5,4.5
"4150","UCF",1,0,2021,8,"Boise State",3.5,3
"4151","UCLA",1,4,2021,5,"Hawai'i",6.25,2
"4152","UCLA",1,4,2021,5,"LSU",5,2.75
"4153","UMass",1,1,2021,1,"Pittsburgh",2.25,1.5
"4154","UNLV",1,3,2021,0,"Eastern Washington",2.25,0.25
"4155","USC",1,0,2021,0,"San José State",2.5,0
"4156","Utah",1,3,2021,0,"Weber State",2,0
"4157","Utah State",1,2,2021,3,"Washington State",3,1.25
"4158","UTEP",1,6,2021,5,"Bethune-Cookman",2.5,2.25
"4159","UTEP",1,6,2021,5,"New Mexico State",3.25,3
"4160","UT San Antonio",1,0,2021,2,"Illinois",2.5,4
"4161","Vanderbilt",1,0,2021,2,"East Tennessee State",1.5,1.25
"4162","Virginia",1,2,2021,5,"William & Mary",4.25,0
"4163","Virginia Tech",1,6,2021,4,"North Carolina",2.75,5
"4164","Wake Forest",1,2,2021,3,"Old Dominion",2,2.25
"4165","Washington",1,1,2021,0,"Montana",2.5,0
"4166","Washington State",1,0,2021,2,"Utah State",2.25,0.75
"4167","Western Kentucky",1,1,2021,3,"UT Martin",3.25,5.25
"4168","Western Michigan",1,1,2021,0,"Michigan",3.5,0.75
"4169","West Virginia",1,1,2021,1,"Maryland",0.75,0.25
"4170","Wyoming",1,2,2021,0,"Montana State",3.25,1
"4171","Wisconsin",1,2,2021,2,"Penn State",1.5,4.75
"4172","Connecticut",1,4,2021,1,"Holy Cross",0.5,1.25
"4173","Connecticut",1,4,2021,1,"Fresno State",1.25,1.25
"4174","New Mexico State",1,2,2021,2,"UTEP",2.25,2
"4175","New Mexico State",1,2,2021,2,"San Diego State",2.75,2.5
"4176","Old Dominion",1,2,2021,1,"Wake Forest",1.75,3
"4177","Air Force",2,5,2021,6,"Navy",1.75,2
"4178","Alabama",2,3,2021,1,"Mercer",3.5,4.25
"4179","Akron",2,0,2021,1,"Temple",1.25,0.75
"4180","Appalachian State",2,2,2021,3,"Miami",2,2.75
"4181","Arizona",2,2,2021,0,"San Diego State",0.75,0
"4182","Arizona State",2,5,2021,4,"UNLV",2.75,1
"4183","Arkansas",2,2,2021,3,"Texas",1.25,3.5
"4184","Arkansas State",2,4,2021,1,"Memphis",2,1
"4185","Army",2,3,2021,3,"Western Kentucky",1.75,0.25
"4186","Auburn",2,2,2021,4,"Alabama State",3.5,2.75
"4187","Ball State",2,3,2021,1,"Penn State",3,0.75
"4188","Baylor",2,2,2021,3,"Texas Southern",1.75,1.75
"4189","Boise State",2,1,2021,0,"UTEP",2.75,0.25
"4190","Boston College",2,0,2021,0,"UMass",1,1.25
"4191","Bowling Green",2,2,2021,4,"South Alabama",2,0.5
"4192","Buffalo",2,0,2021,2,"Nebraska",2.5,1.75
"4193","BYU",2,2,2021,1,"Utah",2.75,0.25
"4194","California",2,3,2021,5,"TCU",2.25,1.75
"4195","Central Michigan",2,0,2021,0,"Robert Morris",2,1
"4196","Charlotte",2,2,2021,5,"Gardner-Webb",1.5,3.25
"4197","Cincinnati",2,1,2021,1,"Murray State",2.5,3.5
"4198","Clemson",2,1,2021,7,"South Carolina State",2.75,2
"4199","Coastal Carolina",2,6,2021,3,"Kansas",1.75,2.75
"4200","Colorado",2,1,2021,4,"Texas A&M",3.25,3
"4201","Colorado State",2,3,2021,4,"Vanderbilt",3,4
"4202","Duke",2,0,2021,4,"North Carolina A&T",1.25,2.75
"4203","East Carolina",2,3,2021,1,"South Carolina",1,1.25
"4204","Eastern Michigan",2,1,2021,0,"Wisconsin",2,2.25
"4205","Florida",2,3,2021,1,"South Florida",4,5.25
"4206","Florida Atlantic",2,1,2021,2,"Georgia Southern",2.25,2
"4207","Florida International",2,4,2021,1,"Texas State",1.25,0.5
"4208","Florida State",2,5,2021,5,"Jacksonville State",1.75,1.5
"4209","Fresno State",2,3,2021,0,"Cal Poly",5.5,1.25
"4210","Georgia",2,3,2021,0,"UAB",3.5,1.75
"4211","Georgia Southern",2,4,2021,1,"Florida Atlantic",1.5,2.5
"4212","Georgia State",2,2,2021,3,"North Carolina",2.75,1
"4213","Georgia Tech",2,2,2021,2,"Kennesaw State",2,2
"4214","Hawai'i",2,1,2021,4,"Oregon State",2.5,3.75
"4215","Houston",2,4,2021,2,"Rice",3.25,3.5
"4216","Illinois",2,0,2021,0,"Virginia",4.25,3.5
"4217","Indiana",2,2,2021,1,"Idaho",3.25,2.25
"4218","Iowa",2,2,2021,5,"Iowa State",2.5,2.5
"4219","Iowa State",2,4,2021,2,"Iowa",2.5,3.5
"4220","Kansas",2,1,2021,0,"Coastal Carolina",1,1.25
"4221","Kansas State",2,5,2021,2,"Southern Illinois",3.25,0.5
"4222","Kent State",2,2,2021,0,"VMI",2.25,0.25
"4223","Kentucky",2,1,2021,6,"Missouri",2.25,2.25
"4224","Liberty",2,5,2021,0,"Troy",2,4.25
"4225","Louisiana",2,3,2021,1,"Nicholls",2.75,3.75
"4226","Louisiana Tech",2,3,2021,5,"Southeastern Louisiana",2.75,2.5
"4227","Louisville",2,1,2021,6,"Eastern Kentucky",1.5,0.75
"4228","LSU",2,8,2021,3,"McNeese",2,0.5
"4229","Marshall",2,3,2021,12,"North Carolina Central",3.75,5
"4230","Maryland",2,2,2021,0,"Howard",2.75,2
"4231","Memphis",2,2,2021,6,"Arkansas State",1.5,2.25
"4232","Miami",2,1,2021,5,"Appalachian State",3,1.5
"4233","Miami (OH)",2,1,2021,1,"Minnesota",3.75,0.75
"4234","Michigan",2,4,2021,5,"Washington",1.25,2
"4235","Michigan State",2,2,2021,8,"Youngstown State",3,4.25
"4236","Middle Tennessee",2,1,2021,6,"Virginia Tech",1.75,4.25
"4237","Minnesota",2,0,2021,4,"Miami (OH)",1,2
"4238","Mississippi State",2,4,2021,5,"NC State",1.75,2.25
"4239","Missouri",2,2,2021,1,"Kentucky",4.25,2.25
"4240","Navy",2,1,2021,3,"Air Force",0.5,3.25
"4241","NC State",2,1,2021,1,"Mississippi State",2,7
"4242","Nebraska",2,0,2021,7,"Buffalo",3,0.5
"4243","Nevada",2,8,2021,1,"Idaho State",2,0.5
"4244","New Mexico",2,0,2021,2,"New Mexico State",1.75,0.5
"4245","North Carolina",2,1,2021,1,"Georgia State",2,3.75
"4246","Northern Illinois",2,2,2021,8,"Wyoming",2.25,1.25
"4247","North Texas",2,0,2021,0,"SMU",3.5,1.75
"4248","Northwestern",2,3,2021,4,"Indiana State",2,3.25
"4249","Notre Dame",2,5,2021,4,"Toledo",3.25,2.25
"4250","Ohio",2,1,2021,5,"Duquesne",1.25,2.75
"4251","Ohio State",2,0,2021,5,"Oregon",2,1.25
"4252","Oklahoma",2,4,2021,2,"Western Carolina",5,4.25
"4253","Oklahoma State",2,2,2021,1,"Tulsa",2.75,4
"4254","Ole Miss",2,5,2021,7,"Austin Peay",1.5,3.75
"4255","Oregon",2,2,2021,1,"Ohio State",2.75,0.5
"4256","Oregon State",2,4,2021,9,"Hawai'i",1,0.25
"4257","Penn State",2,1,2021,0,"Ball State",1.75,2
"4258","Pittsburgh",2,5,2021,3,"Tennessee",4.25,5.25
"4259","Purdue",2,0,2021,8,"Connecticut",0.75,0.75
"4260","Rice",2,3,2021,1,"Houston",1.5,2
"4261","Rutgers",2,5,2021,0,"Syracuse",1.75,2.5
"4262","San Diego State",2,4,2021,3,"Arizona",2.25,2.25
"4263","SMU",2,2,2021,3,"North Texas",2,1.75
"4264","South Alabama",2,3,2021,1,"Bowling Green",1.75,0
"4265","South Carolina",2,5,2021,1,"East Carolina",1.25,1.5
"4266","Southern Mississippi",2,2,2021,6,"Grambling",1.75,1
"4267","South Florida",2,1,2021,1,"Florida",1.25,1.75
"4268","Stanford",2,0,2021,0,"USC",1.75,0.5
"4269","Syracuse",2,4,2021,0,"Rutgers",2.75,1.25
"4270","TCU",2,2,2021,3,"California",1.75,2.5
"4271","Temple",2,3,2021,1,"Akron",1.5,0.75
"4272","Tennessee",2,2,2021,5,"Pittsburgh",2.5,2.75
"4273","Texas",2,0,2021,2,"Arkansas",2,0.75
"4274","Texas A&M",2,1,2021,5,"Colorado",2.75,3.5
"4275","Texas State",2,1,2021,2,"Florida International",0.75,1.75
"4276","Texas Tech",2,2,2021,10,"Stephen F. Austin",2.75,1.5
"4277","Toledo",2,6,2021,6,"Notre Dame",2.375,1
"4278","Troy",2,5,2021,1,"Liberty",2.75,1
"4279","Tulane",2,5,2021,4,"Morgan State",2.25,0.75
"4280","Tulsa",2,1,2021,3,"Oklahoma State",2.25,1.75
"4281","UAB",2,0,2021,0,"Georgia",1.5,4.25
"4282","UCF",2,0,2021,5,"Bethune-Cookman",2.75,3.5
"4283","UMass",2,0,2021,0,"Boston College",2.5,1.75
"4284","UNLV",2,1,2021,0,"Arizona State",2.25,0.25
"4285","USC",2,0,2021,0,"Stanford",2.25,0
"4286","Utah",2,0,2021,1,"BYU",1.5,0
"4287","Utah State",2,1,2021,4,"North Dakota",2.5,2
"4288","UTEP",2,1,2021,3,"Boise State",3.75,4
"4289","UT San Antonio",2,0,2021,2,"Lamar",2,4
"4290","Vanderbilt",2,0,2021,4,"Colorado State",0.75,1.5
"4291","Virginia",2,3,2021,4,"Illinois",3.5,1.25
"4292","Virginia Tech",2,3,2021,4,"Middle Tennessee",3.5,5.5
"4293","Wake Forest",2,3,2021,2,"Norfolk State",2.25,2.25
"4294","Washington",2,0,2021,3,"Michigan",2.25,0
"4295","Washington State",2,2,2021,8,"Portland State",2,1.25
"4296","Western Kentucky",2,1,2021,0,"Army",2.5,5.25
"4297","Western Michigan",2,5,2021,4,"Illinois State",3.25,0.25
"4298","West Virginia",2,2,2021,3,"Long Island University",0.75,0.5
"4299","Wyoming",2,4,2021,0,"Northern Illinois",2.5,1
"4300","Wisconsin",2,2,2021,0,"Eastern Michigan",1.25,4.75
"4301","Connecticut",2,3,2021,3,"Purdue",2,1.25
"4302","New Mexico State",2,2,2021,0,"New Mexico",1.75,2.25
"4303","Old Dominion",2,3,2021,1,"Hampton",1.25,2.25
"4304","Air Force",3,2,2021,3,"Utah State",3,3.25
"4305","Alabama",3,1,2021,4,"Florida",3.75,3
"4306","Akron",3,3,2021,1,"Bryant",1,1
"4307","Appalachian State",3,3,2021,11,"Elon",1.5,3.25
"4308","Arizona",3,1,2021,0,"Northern Arizona",1,0
"4309","Arizona State",3,2,2021,2,"BYU",3.75,2
"4310","Arkansas",3,2,2021,2,"Georgia Southern",1.5,3.25
"4311","Arkansas State",3,1,2021,0,"Washington",2.75,0.25
"4312","Army",3,2,2021,0,"Connecticut",2.25,0.75
"4313","Auburn",3,0,2021,1,"Penn State",3,2.75
"4314","Ball State",3,1,2021,0,"Wyoming",3.25,0.5
"4315","Baylor",3,0,2021,3,"Kansas",1.75,2.25
"4316","Boise State",3,2,2021,3,"Oklahoma State",2.25,0.25
"4317","Boston College",3,4,2021,1,"Temple",1,1
"4318","Bowling Green",3,3,2021,4,"Murray State",2.5,1.25
"4319","Buffalo",3,3,2021,0,"Coastal Carolina",2.5,2
"4320","BYU",3,2,2021,1,"Arizona State",2.5,0.5
"4321","California",3,0,2021,4,"Sacramento State",2.75,1.75
"4322","Central Michigan",3,1,2021,3,"LSU",1.75,1
"4323","Charlotte",3,1,2021,0,"Georgia State",1.75,3.75
"4324","Cincinnati",3,1,2021,4,"Indiana",2.5,2.75
"4325","Clemson",3,4,2021,7,"Georgia Tech",2.5,2.75
"4326","Coastal Carolina",3,0,2021,2,"Buffalo",2.5,2.75
"4327","Colorado",3,1,2021,0,"Minnesota",3.25,3.25
"4328","Colorado State",3,6,2021,2,"Toledo",2.25,3.25
"4329","Duke",3,3,2021,3,"Northwestern",1,3.75
"4330","East Carolina",3,1,2021,7,"Marshall",1.5,1.25
"4331","Eastern Michigan",3,1,2021,0,"UMass",1.75,1.75
"4332","Florida",3,2,2021,6,"Alabama",4.25,3.75
"4333","Florida Atlantic",3,1,2021,4,"Fordham",1.25,1.75
"4334","Florida International",3,0,2021,0,"Texas Tech",2,0.75
"4335","Florida State",3,3,2021,5,"Wake Forest",2.75,2
"4336","Fresno State",3,0,2021,0,"UCLA",4.75,1
"4337","Georgia",3,2,2021,0,"South Carolina",4,0.75
"4338","Georgia Southern",3,0,2021,2,"Arkansas",2.25,2.75
"4339","Georgia State",3,2,2021,2,"Charlotte",2.5,1.25
"4340","Georgia Tech",3,0,2021,0,"Clemson",2,2.25
"4341","Hawai'i",3,2,2021,2,"San José State",2.5,4.5
"4342","Houston",3,3,2021,3,"Grambling",2.75,3.5
"4343","Illinois",3,3,2021,1,"Maryland",3.5,3.5
"4344","Indiana",3,2,2021,1,"Cincinnati",2.5,2.25
"4345","Iowa",3,7,2021,1,"Kent State",1.75,3.5
"4346","Iowa State",3,3,2021,0,"UNLV",2.75,3.5
"4347","Kansas",3,0,2021,1,"Baylor",0.75,0.75
"4348","Kansas State",3,3,2021,5,"Nevada",4.25,1
"4349","Kent State",3,0,2021,3,"Iowa",2.25,0.25
"4350","Kentucky",3,0,2021,9,"Chattanooga",2.25,3.75
"4351","Liberty",3,5,2021,0,"Old Dominion",2.25,3.25
"4352","Louisiana",3,1,2021,5,"Ohio",2.75,3.25
"4353","Louisiana Monroe",3,3,2021,1,"Jackson State",1.5,2
"4354","Louisiana Tech",3,0,2021,3,"SMU",2.5,2.75
"4355","Louisville",3,2,2021,0,"UCF",1.5,2.25
"4356","LSU",3,5,2021,1,"Central Michigan",3.5,1
"4357","Marshall",3,5,2021,15,"East Carolina",3.5,7
"4358","Maryland",3,6,2021,4,"Illinois",3,2
"4359","Memphis",3,2,2021,4,"Mississippi State",1.5,2
"4360","Miami",3,3,2021,1,"Michigan State",2.75,2
"4361","Miami (OH)",3,4,2021,1,"Long Island University",2.5,0.75
"4362","Michigan",3,1,2021,0,"Northern Illinois",2,3.25
"4363","Michigan State",3,3,2021,2,"Miami",3.25,5.25
"4364","Middle Tennessee",3,2,2021,10,"UT San Antonio",1.5,5
