"","team","week","year","L3_avg_down","L3_avg_def_down","L3_avg_distance","L3_avg_def_distance","L3_avg_drive_efficiency","L3_avg_def_drive_efficiency"
"10632","Wagner",9,2016,2.16304964876068,1.64099912590484,8.92311235512038,7.41765167088341,-3.67478241590798,2.17052535902208
"10633","Wake Forest",9,2016,2.02024022350252,1.89598148669356,8.02440869908111,8.60077086656034,-1.94244979482475,-0.135895307779079
"10634","Washington",9,2016,1.82998589819406,2.04350166669776,7.86069944199306,8.4170503025554,1.24956570559948,-1.11164543658572
"10635","Washington State",9,2016,1.86064350558845,1.96712369420703,8.56602906315647,8.17717533238367,0.498319601611727,-1.15571848317273
"10636","West Virginia",9,2016,1.89158817936261,1.95514147431124,8.10181149318647,8.98846984363366,0.724492221990207,-1.70320886804227
"10637","Western Kentucky",9,2016,1.66778618678817,1.99354211756916,6.83194982112695,7.62674881246506,1.50749935941439,-0.97876215253158
"10638","Wisconsin",9,2016,2.11457403629564,2.01062538651824,8.16703323558162,8.79952651515151,-1.85863416868098,-0.775223834400774
"10639","Wyoming",9,2016,1.88471960977271,1.96610305660726,8.21874497762432,8.63083510327208,-0.591527879560663,-1.29790155433258
"10640","Air Force",10,2016,1.94717372779979,1.92155172413793,7.86343416218484,8.27410624646933,-0.544695857208043,-0.175287055675696
"10641","Akron",10,2016,1.98049289891395,1.86411175599059,8.37187134502924,7.20707401061911,-0.670069326494015,-0.0281014746973895
"10642","Alabama",10,2016,1.81861417401904,2.06222851291659,8.15688824095286,9.3370243332017,0.0256583119024806,-1.50995462057257
"10643","Appalachian State",10,2016,1.92707317073171,2.08356922285126,8.37331010452962,8.23003784954538,-0.56371826080111,-2.110077791497
"10644","Arizona",10,2016,1.95824634712819,1.89014281627983,8.49774055390181,8.08111065707748,-1.43449573671602,0.0783222226039876
"10645","Arkansas",10,2016,1.91703331238215,1.88278696923851,8.83304165056885,7.94276981933451,-0.202535020536338,-0.661650278224545
"10646","Arkansas State",10,2016,1.91248609113289,2.07784419945432,8.4320312791202,8.70942965181863,0.899067413073363,-2.76237519543415
"10647","Army",10,2016,1.81580893226856,1.9606340355701,8.18372783896167,8.76389388109337,-0.039638135523191,-1.11038049434878
"10648","Auburn",10,2016,1.76779222416461,1.97415386219079,7.18188398193876,8.10325858838912,1.28218434493146,-1.62485482665703
"10649","Ball State",10,2016,1.90840899007357,1.86712664328986,7.54836650972446,8.04255278136139,-0.541499059511606,-0.588668767029426
"10650","Baylor",10,2016,1.9616515319557,1.92539387564282,8.44166038268682,8.39118747078074,-0.0893595044729223,-0.577346478045296
"10651","Boise State",10,2016,1.78590936988543,1.94187078956513,8.09141093835243,8.47115296567029,0.317771296676804,-0.584929705677844
"10652","Boston College",10,2016,2.0391468380709,1.98858560706526,8.2445564516129,8.29824861506918,-0.835497009621044,-1.64373379461937
"10653","Bowling Green",10,2016,1.96830337185576,1.8307224025974,8.03128344524165,7.79604406010656,-1.08538483364885,0.0824667644243011
"10654","Buffalo",10,2016,1.88415934290058,1.93415182904845,8.05167801709336,7.5330833818676,-1.02450732830995,-0.411568135934406
"10655","BYU",10,2016,1.87553970050125,1.90941822940576,8.1161181509312,8.56563549867193,-0.0748537601205032,-0.206173600323308
"10656","California",10,2016,1.95150230127228,1.82976311436961,8.53732292117359,7.91895187214378,0.224150415093345,0.70750291647434
"10657","Central Michigan",10,2016,1.9570476656422,1.9120214280044,8.64187285527907,7.72588669070867,-1.22241751549506,-0.754674473092913
"10658","Charlotte",10,2016,1.92189372396806,1.84180625738668,7.93319020092158,8.21673925384107,-1.41297704109122,0.0465346294890951
"10659","Cincinnati",10,2016,1.94560589557943,1.90949393290256,8.14419142908543,7.80627877479779,-1.37277716843792,-0.312815856780118
"10660","Clemson",10,2016,1.84546336141734,1.96737095743217,8.46089997788937,9.72874356977986,0.0594627010772689,-1.59550175265498
"10661","Colorado",10,2016,1.9750188481239,1.99659727878971,8.16304773216342,8.72983401498642,-0.559706323091908,-1.62763955650959
"10662","Colorado State",10,2016,1.98361625332934,1.95138184384005,7.89566061947683,8.48984970196976,-0.175110520678942,-0.205427343175868
"10663","Connecticut",10,2016,2.03874372656493,1.97742110435533,8.24669680047125,8.00194451588016,-1.81110682652147,-0.903830761357294
"10664","Duke",10,2016,1.89992572221554,1.90189097288914,7.35014580888367,8.56028693086375,-1.30437783523115,0.829322655748387
"10665","East Carolina",10,2016,1.98181197943871,1.99250020607999,7.83100725025189,8.36681727697758,-0.93681614146162,-0.787411153240415
"10666","Florida",10,2016,2.00871910520751,2.07007086999023,8.2062527940399,8.12404447702835,-1.72960554142233,-0.964475249913269
"10667","Florida Atlantic",10,2016,1.94890037095919,1.8634551461058,7.82801972140207,7.7121322344923,-0.435460596664298,-0.671675557955586
"10668","Florida International",10,2016,1.87283986501891,1.85504105575244,8.09743105463007,7.82736895745026,0.149864014279726,0.0676360973419202
"10669","Florida State",10,2016,1.9115957699889,1.97332180255665,9.25363878378685,8.89426542498801,-2.79924044608373e-05,-0.972828032879647
"10670","Fresno State",10,2016,2.0079719483042,1.85612580707786,8.31805551664675,7.22860609590371,-0.728845133708297,-0.019337843151596
"10671","Georgia",10,2016,2.01228403634309,2.07019045349392,8.28081395348837,8.51323879378753,-0.129197501941838,-1.40181735420458
"10672","Georgia Southern",10,2016,2.02800349626438,1.88941193853428,8.54933724457997,8.55125591016548,-1.59065903988488,0.700781406278555
"10673","Georgia State",10,2016,1.93866747835498,2.05720597948279,8.60746257215007,8.07297238221001,-1.17945315861987,-1.92537864525371
"10674","Georgia Tech",10,2016,1.86909753745994,1.80407063816484,8.00517111103351,8.01932586870993,1.30406993811743,-0.46341269176939
"10675","Hawai'i",10,2016,1.96969309462916,1.92916730020504,7.39644642441957,7.81362364749157,-0.725960907557572,-1.41424682176531
"10676","Houston Baptist",10,2016,2.19191919191919,1.61764705882353,9.52525252525253,8.17647058823529,-4.1056736678459,2.1659755659252
"10677","Idaho",10,2016,1.9614434916542,1.8212280170674,8.11096999720958,7.65937900017298,-2.28125783534551,1.66259661240166
"10678","Illinois",10,2016,1.96340690297475,1.91153224834066,8.56597023710725,7.97868511979627,-1.37936704086269,0.0515362089412518
"10679","Indiana",10,2016,2.01332363288885,1.99569067842122,8.20989300554518,8.20519578502785,-0.710625252699327,-0.688267558708341
"10680","Iowa",10,2016,2.02755102040816,2.04728175721052,8.38442891954457,8.25511596189259,-1.2219382349121,-0.820572504070654
"10681","Iowa State",10,2016,1.93415137796194,1.89555225760029,8.4667414867906,8.05452429276457,-0.283674329258294,0.269482151399224
"10682","Kansas",10,2016,2.00236494332962,1.8953212535014,8.36643905611297,8.0124314309057,-2.28607118632471,-0.136766670156908
"10683","Kansas State",10,2016,1.85633769067624,1.89403601777971,8.13699119014601,8.1789154257661,-0.203949716765321,-0.040764884247307
"10684","Kentucky",10,2016,2.02488127436116,1.96083119899073,7.96337055213616,8.12274258078163,-0.700186209953743,-1.07591224519667
"10685","Louisiana",10,2016,2.04158495910432,2.06607720758206,7.91678818047734,8.57178109107721,-1.45301939677314,-1.05048968171855
"10686","Louisiana Monroe",10,2016,1.93022564739041,1.80740053527586,7.91495265724636,7.79798774055778,-0.906117193506231,0.101013662113923
"10687","Louisiana Tech",10,2016,1.68762961024866,1.84585521553535,7.4083347643702,8.0789809472176,1.38404904898263,-0.419124316017877
"10688","Louisville",10,2016,1.94116034763612,1.99113021832466,9.02714256609698,8.50850432766968,-0.0821184032584497,-1.11597969464617
"10689","LSU",10,2016,1.85248493846656,2.10406544296347,8.27808482518323,8.04251478601808,0.701222178406928,-2.29577932883427
"10690","Marshall",10,2016,2.01829971842953,1.90994487505797,8.88681748310041,7.89965128852816,-1.91477303545158,1.00399447055993
"10691","Maryland",10,2016,2.00743999024966,1.84368196159552,8.85469586934549,8.22079563579125,-0.656459134297391,0.136694731003122
"10692","Memphis",10,2016,1.94974126858056,1.92863856068743,8.55788026577441,7.83255012531328,-0.559790178735172,-0.0388126379033824
"10693","Miami",10,2016,2.09238513459281,2.02166066426571,9.0665465004866,8.75355042016807,-1.0498602564357,-0.64088793031749
"10694","Miami (OH)",10,2016,1.92007167313075,2.01361964801681,7.83532014945517,8.1248848275444,-1.12487732467898,-0.373849677213649
"10695","Michigan",10,2016,1.89365001288267,2.17997845178078,8.25918534654393,9.34278270179433,0.373926341265993,-1.81621322517276
"10696","Michigan State",10,2016,1.92620751341682,1.90717923990673,8.50644007155635,7.71865899188467,0.0929649385675352,-0.143079413153075
"10697","Middle Tennessee",10,2016,1.87043339572352,1.88731255386135,7.05542875181906,7.00201106845378,-1.00403158324691,1.05055097401477
"10698","Minnesota",10,2016,2.04884714419476,2.01371779725089,8.30807194132335,8.53379154169225,-0.716927593675349,-1.51048385246064
"10699","Mississippi State",10,2016,1.93125730119615,1.94538601202219,7.91703933922414,7.86921632481992,-0.479557499068108,-0.503482660431072
"10700","Missouri",10,2016,2.00488355730291,1.87603357024868,8.33719882268269,7.76491869989736,-1.55866843252785,0.234698967984806
"10701","Navy",10,2016,1.93697821308826,1.91401025714623,7.33891945169035,7.96284591993625,-0.115118669910304,0.495747319217904
"10702","NC State",10,2016,2.07206285459297,2.04684502027422,9.01475564958246,9.22569921472412,-2.13451306912462,-0.773346587570089
"10703","Nebraska",10,2016,1.98394983000178,2.08992789910511,8.77552446447278,8.15297445170863,-0.768876097133517,-1.43540369176676
"10704","Nevada",10,2016,1.89368044985625,1.84677132265107,8.17754523930323,8.09358274009724,-1.32593384222414,0.550382829215331
"10705","New Mexico",10,2016,1.87298245081633,1.84881367020492,7.9732685354582,7.68687020860976,0.129029930801299,-0.0984066844549706
"10706","North Carolina",10,2016,1.97694095120566,2.04687495037436,8.65519957983193,8.47688483341983,-1.18964327569868,0.164262698650171
"10707","North Texas",10,2016,1.89047517993961,2.00251639234578,8.84642031934163,8.68004829149645,-0.56398038258909,-0.76419500289491
"10708","Northern Illinois",10,2016,1.84589498785043,1.89337861212861,7.63814963913974,8.28600427350427,-0.221938298083911,-1.10664585342578
"10709","Northwestern",10,2016,2.0086018908938,1.98604999651511,7.83992827336446,7.97858562064831,-1.0621151305203,-0.372658291910308
"10710","Notre Dame",10,2016,2.05877458195754,2.0065040105921,8.80219066183978,8.53610892224913,-0.737958123414778,-1.65930424840811
"10711","Ohio",10,2016,1.8775509251853,1.9828468945064,8.94931158023263,8.10958725339906,-0.680337227186427,-0.781663318816856
"10712","Ohio State",10,2016,2.02873370610128,2.11569220430108,8.4012783213977,8.8408675198691,-0.286692072169043,-0.879915273451029
"10713","Oklahoma",10,2016,1.85969799827165,2.01406242594857,7.99095590122515,8.69559064211082,1.69404587364579,-0.88871512965937
"10714","Oklahoma State",10,2016,2.00069630124777,1.90061403323487,8.20208054812834,8.6802575056133,0.989483379896452,-1.79591399832872
"10715","Old Dominion",10,2016,1.93897170185366,1.81034526170019,8.38443444790244,8.61981163251818,0.0842604191182143,-0.672599699555738
"10716","Ole Miss",10,2016,1.956819528859,1.85889837200603,7.65425934307513,8.39816590044549,-0.0751881367690341,0.00742217669985105
"10717","Oregon",10,2016,1.89840813309073,1.81074272190884,8.32946013964525,7.77552113726253,0.156641591413179,0.911765826488351
"10718","Oregon State",10,2016,1.92384772748015,1.914954683073,8.46665405099229,7.60185241172414,-0.0408396152109639,-0.520772813366324
"10719","Penn State",10,2016,1.96022587925728,2.05504979769686,8.68656922103481,8.89086815281668,0.675875631781107,-1.73973198288824
"10720","Pittsburgh",10,2016,1.83547858764896,1.96152952438495,7.68623897228753,8.07843560344093,1.72404949176986,-0.271015781439066
"10721","Purdue",10,2016,1.9915153633996,1.89339051791032,8.30661721866522,9.0214071362413,-0.546889652953186,0.365180352710656
"10722","Rice",10,2016,1.91746739428146,1.85975777085428,8.51790141348972,7.82146759823958,-0.575550348914318,-0.274301904954164
"10723","Rutgers",10,2016,2.11720523700722,1.94826283768048,8.98740706488231,8.10284554028878,-1.88202574666945,0.658813839304772
"10724","San Diego State",10,2016,1.89443535560365,2.12232598407362,7.81527135145556,8.53974841973035,0.379290609268391,-1.89294502268457
"10725","San José State",10,2016,2.03257553661748,1.94432027592589,8.51469983340309,7.98854813092791,-1.21649282652154,-1.107188490538
"10726","SMU",10,2016,2.0865541445284,1.99874580323085,8.72464422181644,8.65776094675596,-1.25526535842966,-1.02178014180683
"10727","South Alabama",10,2016,1.97931676535164,1.96999008755961,9.17725572469539,8.59715449981841,-0.712198429133926,-1.97789304127237
"10728","South Carolina",10,2016,1.99931718500797,1.98566646531763,8.81503688197767,8.34408026518674,0.336067298058726,-2.09995638488609
"10729","Southern Mississippi",10,2016,1.96388885500033,1.92921331608378,7.76909061395233,8.85308621915927,-0.596460665529854,-0.213885372363659
"10730","Stanford",10,2016,1.94997107719615,2.01534122153855,8.56946151164166,8.8755766910905,-1.80309103421773,-0.806675846641057
"10731","Syracuse",10,2016,1.96793419709021,1.96063320777766,8.36694537346711,7.93374860022396,-1.0051580540678,-1.00489619078883
"10732","TCU",10,2016,1.93022748984953,1.97623219373219,8.72004186237826,8.32372418091168,-1.32262659608716,-0.35410072575977
"10733","Temple",10,2016,1.89941738816739,2.00970089119271,8.67786421911422,8.88176061673903,-0.316298810160391,-1.23734368152937
"10734","Tennessee",10,2016,1.95069359652693,1.94306663122453,8.77212940627575,8.34002525252525,-2.02306835244838,-0.389350275256615
"10735","Tennessee Tech",10,2016,2.10006543397501,1.49746427517803,8.46636482607227,6.94209357097299,-3.58005206849801,1.70818024629495
"10736","Texas",10,2016,1.96821358748778,1.959452436972,8.22235581622678,8.36184962459825,-0.26998823555277,-0.518447889726691
"10737","Texas A&M",10,2016,1.93258978675645,1.93394675968915,8.32372334455668,8.88913181418614,-1.06829718848138,-1.08009947731867
"10738","Texas State",10,2016,1.96297611674505,1.89700513161543,8.31067039083467,7.908472592875,-0.795438716774127,-0.389705398354082
"10739","Texas Tech",10,2016,1.9452719853103,1.8025166523668,8.49954943291743,7.79161875892502,0.308292151164079,0.741308606679012
"10740","Toledo",10,2016,1.84040805898241,1.90331226769113,8.21861693067621,8.86957827119117,0.146998745256469,0.0444556960752558
"10741","Troy",10,2016,1.98732126002297,1.98647603607633,7.62637288207625,8.81802046064401,-0.78619540823271,-1.40766736907153
"10742","Tulane",10,2016,2.02362466725821,1.96083437733828,8.40289585281821,8.64233787320213,-0.990024967352934,-0.441675917440302
"10743","Tulsa",10,2016,1.89509822536138,1.97127125229,7.75001645527961,8.57274150770106,0.0818409025850438,-0.224968929773339
"10744","UCF",10,2016,2.06124084646551,1.95961865858717,8.80862391239441,8.46349816948908,-1.58693619577744,-0.408020922773324
"10745","UCLA",10,2016,1.93551929328291,2.04953951277481,8.92328605085488,8.45222816399287,-0.795878980831566,-1.33810637232477
"10746","UMass",10,2016,1.83090415461008,1.82051673278405,8.77325772769723,8.41803415709995,-0.548289364882569,-0.319350010680285
"10747","USC",10,2016,1.78439191396043,1.98123194775555,7.94118094438223,9.10684756979198,0.726018486649044,-1.829458185748
"10748","UT San Antonio",10,2016,1.9263572185631,1.91091328861445,8.37472537663714,8.06538062932832,-0.750071658835602,-0.70820097124403
"10749","Utah State",10,2016,1.97698443013569,2.00811733556299,8.52964640401615,7.97423554706163,-0.976085214195884,-0.111593982568371
"10750","UTEP",10,2016,1.98513945045868,1.85560463974786,8.75022640319986,8.03571262497094,-0.915698501842712,-0.0402686116564701
"10751","Vanderbilt",10,2016,1.95208073889581,1.92207157781856,8.41305950387197,8.12057470875674,-0.490647589854583,-1.03565125918689
"10752","Virginia",10,2016,2.06339811922886,1.85675999308469,8.71688799486077,7.78978215621332,-0.462312185884439,-0.970240586413562
"10753","Virginia Tech",10,2016,1.97893664551655,2.03262284670953,8.72705647098867,9.21107704215289,-0.700008238117032,-0.150849869882888
"10754","Wake Forest",10,2016,2.01980449365503,1.87426980465579,8.22310150953862,8.56879348403948,-1.48286318223666,-0.859156064541062
"10755","Washington",10,2016,1.81203348290927,2.04521869966479,7.97093736556912,8.65503107178617,0.989815591926665,-1.21572946756213
"10756","Washington State",10,2016,1.89790765653185,2.00586811238407,8.64301516047524,8.29964709492635,-0.704538425110061,-0.741269220796646
