"","player","player_id","position","team_name","player_game_count","attempts","completion_percent","completions","first_downs","franchise_id","interceptions","qb_rating","sacks","touchdowns","yards","ypa","week","year","dk_pts","fd_pts","string","team","head_coach","L3_attempts","L3_completion_percent","L3_completions","L3_first_downs","L3_interceptions","L3_qb_rating","L3_sacks","L3_touchdowns","L3_yards","L3_ypa","L3_dk_pts","L3_fd_pts"
"188","J'mar Smith",27005,"QB","LA TECH",1,32,65.6,21,15,208,0,98,2,1,237,7.4,9,2017,13.48,13.48,1,"Louisiana Tech","Skip Holtz",28,39.3,11,6,1,48.8,3,0,194,6.9,6.76,6.76
"189","Lamar Jackson",46416,"QB","LOUISVILLE",1,44,61.4,27,23,210,1,82.6,6,1,330,7.5,9,2017,19.2,16.2,1,"Louisville","Bobby Petrino",30,55.3,16,11,0.5,92.25,1,1.5,241.5,7.9,16.66,15.16
"190","Chase Litton",34874,"QB","MARSHALL",1,52,63.5,33,20,214,2,87.1,2,3,361,6.9,9,2017,27.44,24.44,1,"Marshall","Doc Holliday",23.5,59.45,14,8.5,0,101.9,0.5,1.5,172,7.35,12.88,12.88
"191","Max Bortenschlager",46500,"QB","MARYLAND",1,17,58.8,10,7,215,1,107.7,3,2,171,10.1,9,2017,13.84,13.84,1,"Maryland","D.J. Durkin",34,44,15,8.5,0.5,73.2,2,2,190,5.45,15.1,15.1
"192","Riley Ferguson",27125,"QB","MEMPHIS",1,31,58.1,18,12,218,1,109.3,0,3,298,9.6,9,2017,22.92,22.92,1,"Memphis","Mike Norvell",47,60.4,28.5,18,0.5,96.4,1,2,373.5,7.8,23.94,22.44
"193","Malik Rosier",46550,"QB","MIAMI FL",1,38,42.1,16,12,220,1,91.6,2,3,356,9.4,9,2017,28.24,25.24,1,"Miami","Mark Richt",40.5,60.5,24.5,13,0,97.6,1.5,1.5,320.5,7.9,20.32,18.82
"194","Brian Lewerke",34412,"QB","MICH STATE",1,58,69,40,26,223,1,107.7,1,4,450,7.8,9,2017,36,33,1,"Michigan State","Mark Dantonio",23.5,52.6,12.5,8,0.5,67.25,1.5,0.5,152.5,6.55,7.6,7.6
"195","John O'Korn",46515,"QB","MICHIGAN",1,6,50,3,0,222,1,16.7,0,0,13,2.2,9,2017,-0.48,-0.48,2,"Michigan","Jim Harbaugh",24,53.55,13,7,0,65.35,3.5,0,112,4.4,4.48,4.48
"196","Demry Croft",13644,"QB","MINNESOTA",1,30,30,9,4,225,1,32.5,3,0,139,4.6,9,2017,4.56,4.56,1,"Minnesota","P.J. Fleck",17.5,44.15,8,7,1.5,63.1,1,2,105,5.65,10.7,10.7
"197","Nick Fitzgerald",46497,"QB","MISS STATE",1,21,57.1,12,8,227,1,89.6,2,2,141,6.7,9,2017,12.64,12.64,1,"Mississippi State","Greg Knox",28,66.25,18.5,11,1,90.2,0,1.5,198.5,7,12.94,12.94
"198","Nick Fitzgerald",46497,"QB","MISS STATE",1,21,57.1,12,8,227,1,89.6,2,2,141,6.7,9,2017,12.64,12.64,1,"Mississippi State","Dan Mullen",25.75,64.7,16.75,9.25,0.75,91.9,0.5,1.5,173.5,6.675,12.19,12.19
"199","Drew Lock",39517,"QB","MISSOURI",1,37,83.8,31,18,229,0,148.7,1,5,377,10.2,9,2017,38.08,35.08,1,"Missouri","Barry Odom",29,64.85,19,13.5,1,128.2,0.5,5,360,12.15,34.9,33.4
"200","Micah Wilson",40104,"QB","MISSOURI",1,6,50,3,1,229,1,25.7,1,0,31,5.2,9,2017,0.24,0.24,2,"Missouri","Barry Odom",1,100,1,1,0,100,0,0,8,8,0.32,0.32
"201","Nathan Elliott",34526,"QB","N CAROLINA",1,39,41,16,11,245,3,31.3,3,1,173,4.4,9,2017,7.92,7.92,1,"North Carolina","Larry Fedora",3,0,0,0,0,39.6,2,0,0,0,0,0
"202","Chazz Surratt",40313,"QB","N CAROLINA",1,3,33.3,1,1,245,0,61.8,1,0,23,7.7,9,2017,0.92,0.92,3,"North Carolina","Larry Fedora",8,50,4,4,0,132.3,4,1,94,11.8,7.76,7.76
"203","Marcus Childers",40476,"QB","N ILLINOIS",1,40,57.5,23,13,254,0,95.4,3,2,276,6.9,9,2017,19.04,19.04,1,"Northern Illinois","Rod Carey",32,64.05,20.5,13.5,0,106.15,2,2,231.5,7.2,17.26,17.26
"204","Mason Fine",46629,"QB","N TEXAS",1,36,69.4,25,16,251,1,93.4,1,1,309,8.6,9,2017,18.36,15.36,1,"North Texas","Seth Littrell",41,61.55,25.5,15.5,1.5,93.55,2,2.5,318.5,8.05,22.74,21.24
"205","Ryan Finley",46426,"QB","NC STATE",1,37,45.9,17,9,248,1,62.1,1,1,213,5.8,9,2017,11.52,11.52,1,"NC State","Dave Doeren",25,56,14,10,0,95.1,0,1,198,7.9,11.92,11.92
"206","Tanner Lee",38321,"QB","NEBRASKA",1,50,64,32,16,238,0,104.7,3,2,431,8.6,9,2017,28.24,25.24,1,"Nebraska","Mike Riley",38,60.5,23,10,0,103.3,0,2,303,8,23.12,20.12
"207","Tyler Rogers",46638,"QB","NEW MEX ST",1,40,50,20,8,242,2,54.3,7,1,221,5.5,9,2017,10.84,10.84,1,"New Mexico State","Doug Martin",51,58.8,30,18,2,85.6,3,3,382,7.5,28.28,25.28
"208","Tevaka Tuioti",40663,"QB","NEW MEXICO",1,17,47.1,8,2,241,3,14.2,0,0,47,2.8,9,2017,-1.12,-1.12,1,"New Mexico","Bob Davie",20,42.75,9,5.5,0.5,67.45,1,0.5,140.5,6.75,7.12,7.12
"209","Lamar Jordan",29577,"QB","NEW MEXICO",1,8,25,2,4,241,2,0,2,0,22,2.8,9,2017,-1.12,-1.12,2,"New Mexico","Bob Davie",4.5,50,2,1,0,76.05,1,0,30.5,9.1,1.22,1.22
"210","Brandon Wimbush",35595,"QB","NOTRE DAME",1,19,52.6,10,7,258,0,103.8,2,2,104,5.5,9,2017,12.16,12.16,1,"Notre Dame","Brian Kelly",20,45,9,9,0,97.9,1,2,120,6,12.8,12.8
"211","Clayton Thorson",46501,"QB","NWESTERN",1,49,67.3,33,21,256,0,101.8,1,2,353,7.2,9,2017,25.12,22.12,1,"Northwestern","Pat Fitzgerald",42.5,56.7,24,13,1,67.8,2,0.5,242.5,5.65,10.7,10.7
"212","J.T. Barrett IV",46387,"QB","OHIO STATE",1,39,84.6,33,15,260,0,136,2,4,329,8.4,9,2017,32.16,29.16,1,"Ohio State","Urban Meyer",33,81.8,27,22,0,147.3,1,5,325,9.8,36,33
"213","Mason Rudolph",46569,"QB","OKLA STATE",1,34,58.8,20,13,262,1,94.7,0,3,216,6.4,9,2017,19.64,19.64,1,"Oklahoma State","Mike Gundy",34.5,63.55,22,14,0,112.65,1,1.5,370.5,11.1,22.32,20.82
"214","Baker Mayfield",46518,"QB","OKLAHOMA",1,34,64.7,22,16,261,1,117.5,1,4,282,8.3,9,2017,26.28,26.28,1,"Oklahoma","Lincoln Riley",34.5,69.6,24.5,15.5,1,111.3,1.5,2,356,10.5,24.24,21.24
"215","Jordan Ta'amu",60453,"QB","OLE MISS",1,30,66.7,20,15,226,1,94.2,1,0,363,12.1,9,2017,16.52,13.52,1,"Ole Miss","Matt Luke",11,63.6,7,5,0,84.7,0,0,78,7.1,3.12,3.12
"216","Braxton Burmeister",60513,"QB","OREGON",1,12,75,9,4,264,0,108.7,2,1,47,3.9,9,2017,5.88,5.88,1,"Oregon","Willie Taggart",11.5,45.4,5.5,3.5,1.5,22.8,3,0,48.5,3.9,0.44,0.44
"217","Darell Garretson",46397,"QB","OREGON ST",1,22,59.1,13,7,265,1,56.3,2,0,126,5.7,9,2017,4.04,4.04,1,"Oregon State","Gary Andersen",37,54.1,20,15,1,68.4,0,0,289,7.8,10.56,10.56
"218","Darell Garretson",46397,"QB","OREGON ST",1,22,59.1,13,7,265,1,56.3,2,0,126,5.7,9,2017,4.04,4.04,1,"Oregon State","Cory Hall",32,55.7666666666667,17.6666666666667,12.3333333333333,1,64.3666666666667,0.666666666666667,0,234.666666666667,7.1,8.38666666666667,8.38666666666667
"219","Trace McSorley",32819,"QB","PENN STATE",1,30,56.7,17,11,266,0,98.2,2,2,192,6.4,9,2017,15.68,15.68,1,"Penn State","James Franklin",26,65.4,17,14,1,98.6,2,1,282,10.8,14.28,14.28
"220","Ben DiNucci",34311,"QB","PITTSBURGH",1,18,55.6,10,7,268,1,74.8,1,1,134,7.4,9,2017,8.36,8.36,1,"Pittsburgh","Pat Narduzzi",25,51.9,13.5,8.5,0.5,72.35,2.5,0.5,159.5,6.8,7.88,7.88
"221","David Blough",46508,"QB","PURDUE",1,28,57.1,16,9,273,0,86,1,1,164,5.9,9,2017,10.56,10.56,1,"Purdue","Jeff Brohm",15,53.3,8,4,0,84.6,0,1,57,3.8,6.28,6.28
"222","Sam Glaesmann",40141,"QB","RICE",1,16,43.8,7,7,275,2,68.5,0,1,187,11.7,9,2017,9.48,9.48,1,"Rice","David Bailiff",9,33.3,3,4,1,66.2,3,1,84,9.3,6.36,6.36
"223","Giovanni Rescigno",27050,"QB","RUTGERS",1,16,50,8,4,278,0,70.1,5,0,101,6.3,9,2017,4.04,4.04,1,"Rutgers","Chris Ash",14.5,51.3,7.5,3,0,82.25,1.5,0.5,90.5,6.85,5.62,5.62
"224","Dallas Davis",13241,"QB","S ALABAMA",1,48,56.3,27,12,288,2,64.3,2,1,297,6.2,9,2017,13.88,13.88,1,"South Alabama","Joey Jones",22,62.1,13.5,9,0.5,120.6,1,2,218.5,10.25,17.74,16.24
"225","Jake Bentley",40788,"QB","S CAROLINA",1,30,63.3,19,8,289,0,90.1,0,1,174,5.8,9,2017,10.96,10.96,1,"South Carolina","Will Muschamp",24,62.5,15,8,0,76.7,1,0,130,5.4,5.2,5.2
"226","Christian Chapman",27211,"QB","S DIEGO ST",1,11,45.5,5,4,284,1,63.8,1,1,83,7.5,9,2017,6.32,6.32,1,"San Diego State","Rocky Long",23.5,47.2,11,7.5,0,74.15,5.5,0.5,158.5,6.4,8.34,8.34
"227","Montel Aaron",41788,"QB","S JOSE ST",1,38,65.8,25,12,285,1,85.2,3,2,198,5.2,9,2017,14.92,14.92,1,"San Jose State","Brent Brennan",27,63,17,12,1,113.5,4,2,322,11.9,22.88,19.88
"228","Ben Hicks",46595,"QB","SMU",1,33,57.6,19,14,287,0,112.9,1,2,338,10.2,9,2017,24.52,21.52,1,"SMU","Chad Morris",37,70.3,26,17,1,100.6,3,2,295,8,18.8,18.8
"229","Keon Howard",40418,"QB","SO MISS",1,25,56,14,7,296,0,96.6,0,1,207,8.3,9,2017,12.28,12.28,1,"Southern Mississippi","Jay Hopson",40,59.85,24,13.5,2,73.05,0,2,260.5,6.9,17.92,16.42
"230","Keller Chryst",46472,"QB","STANFORD",1,33,48.5,16,7,300,1,57.8,1,1,141,4.3,9,2017,8.64,8.64,1,"Stanford","David Shaw",21,71.4,15,11,1,117.3,0,3,181,8.6,18.24,18.24
"231","Kenny Hill",46637,"QB","TCU",1,25,48,12,7,305,2,31.3,1,0,135,5.4,9,2017,3.4,3.4,1,"TCU","Gary Patterson",32,73.55,23.5,12,0,122.7,1.5,2.5,296.5,9.5,21.86,21.86
"232","Jarrett Guarantano",40771,"QB","TENNESSEE",1,24,75,18,13,307,0,106.6,6,0,242,10.1,9,2017,9.68,9.68,1,"Tennessee","Brady Hoke",17,58.7,10,5.5,0.5,59.6,5.5,0,88.5,5.1,3.04,3.04
"233","Jarrett Guarantano",40771,"QB","TENNESSEE",1,24,75,18,13,307,0,106.6,6,0,242,10.1,9,2017,9.68,9.68,1,"Tennessee","Butch Jones",18.5,62.175,11.75,6.5,0.5,65.3,5.25,0,115.75,5.775,4.13,4.13
"234","Shane Buechele",12659,"QB","TEXAS",1,34,79.4,27,12,311,1,95.6,3,1,256,7.5,9,2017,13.24,13.24,1,"Texas","Tom Herman",2,100,2,2,0,89.6,1,0,11,5.5,0.44,0.44
"235","Kellen Mond",60556,"QB","TEXAS A&M",1,26,30.8,8,2,312,2,8.2,3,0,56,2.2,9,2017,0.24,0.24,1,"Texas A&M","Jeff Banks",24,33.3,8,5,1,43.8,2,0,180,7.5,6.2,6.2
"236","Kellen Mond",60556,"QB","TEXAS A&M",1,26,30.8,8,2,312,2,8.2,3,0,56,2.2,9,2017,0.24,0.24,1,"Texas A&M","Kevin Sumlin",24.6666666666667,32.4666666666667,8,4,1.33333333333333,31.9333333333333,2.33333333333333,0,138.666666666667,5.73333333333333,4.21333333333333,4.21333333333333
"237","Nick Starkel",40326,"QB","TEXAS A&M",1,15,53.3,8,5,312,1,77.9,1,1,133,8.9,9,2017,8.32,8.32,2,"Texas A&M","Kevin Sumlin",15,53.3,8,5,1,77.9,1,1,133,8.9,8.32,8.32
"238","Damian Williams",46496,"QB","TEXAS ST",1,38,71.1,27,11,314,1,94.2,2,2,240,6.3,9,2017,16.6,16.6,1,"Texas State","Everett Withers",8,25,2,2,0,39.6,1,0,22,2.8,0.88,0.88
"239","Willie Jones III",60560,"QB","TEXAS ST",1,1,0,0,0,314,0,39.6,0,0,0,0,9,2017,0,0,2,"Texas State","Everett Withers",18,66.7,12,7,1,80.1,4,0,197,10.9,6.88,6.88
"240","Nic Shimonek",46594,"QB","TEXAS TECH",1,36,61.1,22,13,315,1,115.7,3,4,322,8.9,9,2017,30.88,27.88,1,"Texas Tech","Kliff Kingsbury",40,68.55,27.5,15.5,1,93.7,2,2,265,6.65,19.1,17.6
"241","Logan Woodside",46517,"QB","TOLEDO",1,17,47.1,8,7,316,0,133,0,3,267,15.7,9,2017,22.68,22.68,1,"Toledo","Jason Candle",21,63.2,13.5,11.5,0.5,102.2,0.5,2.5,199,8.9,18.96,17.46
"242","Mitchell Guadagni",34779,"QB","TOLEDO",1,1,0,0,0,316,0,39.6,0,0,0,0,9,2017,0,0,2,"Toledo","Jason Candle",1,0,0,0,0,39.6,0,0,0,0,0,0
"243","Brandon Silvers",46483,"QB","TROY",1,18,50,9,6,318,0,85.9,0,1,102,5.7,9,2017,8.08,8.08,1,"Troy","Neal Brown",40.5,61.8,24.5,13,1,84.45,1.5,1,299,7.65,16.46,14.96
"244","Kaleb Barker",46494,"QB","TROY",1,1,0,0,0,318,0,39.6,0,0,0,0,9,2017,0,0,3,"Troy","Neal Brown",1,50,0.5,0,0,65.65,0,0,3,3,0.12,0.12
"245","Jonathan Banks",32337,"QB","TULANE",1,30,50,15,10,319,0,105.3,7,3,203,6.8,9,2017,20.12,20.12,1,"Tulane","Willie Fritz",17.5,39.35,7,6.5,1,58.9,4,1,128.5,6.95,8.14,8.14
"246","Luke Skipper",39975,"QB","TULSA",1,23,39.1,9,10,320,1,69.5,1,1,212,9.2,9,2017,11.48,11.48,1,"Tulsa","Philip Montgomery",23,55.35,13,7.5,1,72.55,3.5,0.5,193.5,8.2,8.74,8.74
"247","A.J. Erdely",18567,"QB","UAB",1,29,55.2,16,12,321,0,89.4,3,1,208,7.2,9,2017,12.32,12.32,1,"UAB","Bill Clark",29.5,62.85,18.5,6.5,0.5,83.85,0,1,177,6,10.58,10.58
"248","McKenzie Milton",40110,"QB","UCF",1,26,92.3,24,13,323,0,149.2,1,3,275,10.6,9,2017,23,23,1,"UCF","Scott Frost",25,71.5,18,14,0.5,118.2,1,1.5,278.5,11.05,18.14,16.64
"249","Noah Vedral",55406,"QB","UCF",1,5,80,4,3,323,0,118.8,0,0,72,14.4,9,2017,2.88,2.88,2,"UCF","Scott Frost",2.5,100,2.5,1.5,0,94.3,0.5,0,22,6.65,0.88,0.88
"250","Josh Rosen",35460,"QB","UCLA",1,21,57.1,12,5,324,0,84,4,1,93,4.4,9,2017,7.72,7.72,1,"UCLA","Jedd Fisch",35,58.55,20.5,11.5,1.5,70.6,3.5,1,242.5,6.9,12.2,12.2
"251","Josh Rosen",35460,"QB","UCLA",1,21,57.1,12,5,324,0,84,4,1,93,4.4,9,2017,7.72,7.72,1,"UCLA","Jim Mora",31.75,58.125,18.5,10,0.75,81.3,3.25,1.25,211,6.4,12.69,12.69
"252","Devon Modster",40118,"QB","UCLA",1,12,58.3,7,5,324,0,105.2,0,1,77,6.4,9,2017,7.08,7.08,2,"UCLA","Jim Mora",12,58.3,7,5,0,105.2,0,1,77,6.4,7.08,7.08
"253","Bryant Shirreffs",46413,"QB","UCONN",1,39,48.7,19,8,146,0,64.3,6,0,202,5.2,9,2017,8.08,8.08,1,"Connecticut","Randy Edsall",29,72.4,21,10,0.5,111.2,2.5,2,239.5,8.25,18.58,17.08
"254","Ross Comis",46584,"QB","UMASS",1,20,55,11,7,216,0,64.6,3,0,80,4,9,2017,3.2,3.2,1,"UMass","Mark Whipple",16,75,12,11,0,154.2,1,3,192,12,19.68,19.68
"255","Andrew Ford",27063,"QB","UMASS",1,11,72.7,8,4,216,1,64.2,1,0,104,9.5,9,2017,3.16,3.16,2,"UMass","Mark Whipple",12,75,9,7,0,144.4,0,1,157,13.1,10.28,10.28
"256","Sam Darnold",29048,"QB","USC",1,35,54.3,19,9,326,0,107.6,3,3,266,7.6,9,2017,22.64,22.64,1,"USC","Clay Helton",39,62.7,23.5,17.5,0.5,100.75,1.5,2.5,293.5,7.7,22.74,21.24
"257","Quinton Flowers",46580,"QB","USF",1,38,60.5,23,14,327,0,88.2,3,0,325,8.6,9,2017,16,13,1,"South Florida","Charlie Strong",27,47.6,13,11,0.5,70.55,0,1,155.5,5.7,9.72,9.72
